390,3.77E-03,4.15E-04,1.85E-02
391,4.53E-03,5.03E-04,2.22E-02
392,5.45E-03,6.08E-04,2.67E-02
393,6.54E-03,7.34E-04,3.21E-02
394,7.84E-03,8.84E-04,3.85E-02
395,9.38E-03,1.06E-03,4.61E-02
396,1.12E-02,1.27E-03,5.51E-02
397,1.33E-02,1.50E-03,6.58E-02
398,1.59E-02,1.78E-03,7.82E-02
399,1.88E-02,2.10E-03,9.28E-02
400,2.21E-02,2.45E-03,1.10E-01
401,2.60E-02,2.85E-03,1.29E-01
402,3.04E-02,3.30E-03,1.51E-01
403,3.54E-02,3.80E-03,1.76E-01
404,4.11E-02,4.35E-03,2.05E-01
405,4.74E-02,4.97E-03,2.37E-01
406,5.45E-02,5.66E-03,2.73E-01
407,6.22E-02,6.42E-03,3.12E-01
408,7.07E-02,7.25E-03,3.55E-01
409,7.98E-02,8.14E-03,4.01E-01
410,8.95E-02,9.08E-03,4.51E-01
411,9.97E-02,1.01E-02,5.03E-01
412,1.10E-01,1.11E-02,5.59E-01
413,1.21E-01,1.21E-02,6.16E-01
414,1.33E-01,1.32E-02,6.76E-01
415,1.45E-01,1.43E-02,7.38E-01
416,1.57E-01,1.55E-02,8.01E-01
417,1.69E-01,1.66E-02,8.66E-01
418,1.81E-01,1.79E-02,9.30E-01
419,1.93E-01,1.91E-02,9.92E-01
420,2.04E-01,2.03E-02,1.05E+00
421,2.14E-01,2.14E-02,1.11E+00
422,2.23E-01,2.26E-02,1.16E+00
423,2.32E-01,2.37E-02,1.21E+00
424,2.40E-01,2.49E-02,1.26E+00
425,2.49E-01,2.61E-02,1.31E+00
426,2.58E-01,2.74E-02,1.35E+00
427,2.66E-01,2.87E-02,1.41E+00
428,2.75E-01,3.02E-02,1.46E+00
429,2.84E-01,3.17E-02,1.51E+00
430,2.92E-01,3.32E-02,1.55E+00
431,2.99E-01,3.48E-02,1.60E+00
432,3.05E-01,3.64E-02,1.64E+00
433,3.11E-01,3.81E-02,1.67E+00
434,3.17E-01,3.98E-02,1.71E+00
435,3.23E-01,4.16E-02,1.75E+00
436,3.29E-01,4.34E-02,1.79E+00
437,3.35E-01,4.52E-02,1.83E+00
438,3.41E-01,4.70E-02,1.86E+00
439,3.45E-01,4.87E-02,1.89E+00
440,3.48E-01,5.03E-02,1.92E+00
441,3.49E-01,5.19E-02,1.93E+00
442,3.49E-01,5.33E-02,1.93E+00
443,3.47E-01,5.47E-02,1.93E+00
444,3.45E-01,5.61E-02,1.93E+00
445,3.42E-01,5.74E-02,1.92E+00
446,3.39E-01,5.89E-02,1.91E+00
447,3.36E-01,6.03E-02,1.90E+00
448,3.32E-01,6.18E-02,1.89E+00
449,3.28E-01,6.33E-02,1.87E+00
450,3.22E-01,6.47E-02,1.85E+00
451,3.16E-01,6.61E-02,1.82E+00
452,3.08E-01,6.76E-02,1.78E+00
453,2.99E-01,6.90E-02,1.74E+00
454,2.91E-01,7.06E-02,1.70E+00
455,2.83E-01,7.24E-02,1.66E+00
456,2.75E-01,7.44E-02,1.63E+00
457,2.67E-01,7.66E-02,1.60E+00
458,2.61E-01,7.91E-02,1.57E+00
459,2.54E-01,8.20E-02,1.54E+00
460,2.49E-01,8.51E-02,1.52E+00
461,2.43E-01,8.87E-02,1.50E+00
462,2.38E-01,9.27E-02,1.49E+00
463,2.33E-01,9.69E-02,1.47E+00
464,2.28E-01,1.01E-01,1.45E+00
465,2.22E-01,1.06E-01,1.43E+00
466,2.15E-01,1.11E-01,1.40E+00
467,2.08E-01,1.16E-01,1.37E+00
468,1.99E-01,1.20E-01,1.33E+00
469,1.90E-01,1.25E-01,1.29E+00
470,1.81E-01,1.30E-01,1.25E+00
471,1.71E-01,1.35E-01,1.20E+00
472,1.60E-01,1.39E-01,1.15E+00
473,1.50E-01,1.44E-01,1.10E+00
474,1.40E-01,1.49E-01,1.05E+00
475,1.29E-01,1.54E-01,9.99E-01
476,1.19E-01,1.58E-01,9.47E-01
477,1.09E-01,1.63E-01,8.97E-01
478,9.95E-02,1.68E-01,8.47E-01
479,9.04E-02,1.74E-01,8.00E-01
480,8.18E-02,1.79E-01,7.55E-01
481,7.38E-02,1.84E-01,7.13E-01
482,6.62E-02,1.90E-01,6.73E-01
483,5.91E-02,1.95E-01,6.34E-01
484,5.23E-02,2.01E-01,5.97E-01
485,4.60E-02,2.06E-01,5.62E-01
486,4.01E-02,2.12E-01,5.27E-01
487,3.45E-02,2.18E-01,4.95E-01
488,2.95E-02,2.24E-01,4.64E-01
489,2.49E-02,2.31E-01,4.36E-01
490,2.08E-02,2.38E-01,4.10E-01
491,1.72E-02,2.46E-01,3.86E-01
492,1.41E-02,2.55E-01,3.65E-01
493,1.13E-02,2.64E-01,3.45E-01
494,9.02E-03,2.74E-01,3.27E-01
495,7.10E-03,2.85E-01,3.11E-01
496,5.57E-03,2.96E-01,2.95E-01
497,4.39E-03,3.09E-01,2.80E-01
498,3.52E-03,3.21E-01,2.65E-01
499,2.89E-03,3.34E-01,2.51E-01
500,2.46E-03,3.48E-01,2.38E-01
501,2.21E-03,3.63E-01,2.24E-01
502,2.15E-03,3.78E-01,2.11E-01
503,2.34E-03,3.94E-01,1.98E-01
504,2.82E-03,4.11E-01,1.85E-01
505,3.65E-03,4.28E-01,1.72E-01
506,4.89E-03,4.45E-01,1.60E-01
507,6.63E-03,4.64E-01,1.48E-01
508,8.94E-03,4.82E-01,1.37E-01
509,1.19E-02,5.01E-01,1.27E-01
510,1.56E-02,5.20E-01,1.18E-01
511,2.00E-02,5.40E-01,1.09E-01
512,2.50E-02,5.60E-01,1.02E-01
513,3.07E-02,5.80E-01,9.53E-02
514,3.67E-02,6.00E-01,8.89E-02
515,4.32E-02,6.21E-01,8.28E-02
516,4.98E-02,6.41E-01,7.70E-02
517,5.67E-02,6.61E-01,7.14E-02
518,6.39E-02,6.81E-01,6.62E-02
519,7.15E-02,7.00E-01,6.12E-02
520,7.96E-02,7.18E-01,5.65E-02
521,8.82E-02,7.35E-01,5.22E-02
522,9.73E-02,7.51E-01,4.81E-02
523,1.07E-01,7.66E-01,4.43E-02
524,1.17E-01,7.81E-01,4.08E-02
525,1.27E-01,7.95E-01,3.75E-02
526,1.37E-01,8.08E-01,3.45E-02
527,1.48E-01,8.21E-01,3.16E-02
528,1.59E-01,8.34E-01,2.90E-02
529,1.71E-01,8.46E-01,2.66E-02
530,1.82E-01,8.58E-01,2.44E-02
531,1.93E-01,8.68E-01,2.23E-02
532,2.05E-01,8.78E-01,2.05E-02
533,2.16E-01,8.88E-01,1.87E-02
534,2.28E-01,8.98E-01,1.71E-02
535,2.41E-01,9.07E-01,1.57E-02
536,2.54E-01,9.17E-01,1.43E-02
537,2.67E-01,9.27E-01,1.30E-02
538,2.81E-01,9.37E-01,1.19E-02
539,2.95E-01,9.46E-01,1.08E-02
540,3.10E-01,9.54E-01,9.85E-03
541,3.24E-01,9.62E-01,8.96E-03
542,3.38E-01,9.68E-01,8.15E-03
543,3.53E-01,9.74E-01,7.42E-03
544,3.67E-01,9.78E-01,6.74E-03
545,3.80E-01,9.81E-01,6.13E-03
546,3.94E-01,9.84E-01,5.57E-03
547,4.08E-01,9.85E-01,5.06E-03
548,4.21E-01,9.86E-01,4.60E-03
549,4.35E-01,9.88E-01,4.18E-03
550,4.49E-01,9.89E-01,3.79E-03
551,4.64E-01,9.91E-01,3.44E-03
552,4.79E-01,9.93E-01,3.12E-03
553,4.95E-01,9.96E-01,2.83E-03
554,5.11E-01,9.98E-01,2.57E-03
555,5.28E-01,9.99E-01,2.33E-03
556,5.45E-01,1.00E+00,2.11E-03
557,5.62E-01,1.00E+00,1.92E-03
558,5.79E-01,9.99E-01,1.74E-03
559,5.96E-01,9.98E-01,1.58E-03
560,6.13E-01,9.97E-01,1.43E-03
561,6.31E-01,9.96E-01,1.30E-03
562,6.48E-01,9.95E-01,1.18E-03
563,6.65E-01,9.94E-01,1.07E-03
564,6.83E-01,9.92E-01,9.72E-04
565,7.02E-01,9.90E-01,8.82E-04
566,7.20E-01,9.88E-01,8.01E-04
567,7.39E-01,9.85E-01,7.27E-04
568,7.59E-01,9.82E-01,6.61E-04
569,7.78E-01,9.78E-01,6.00E-04
570,7.97E-01,9.73E-01,5.45E-04
571,8.15E-01,9.68E-01,4.95E-04
572,8.34E-01,9.63E-01,4.50E-04
573,8.52E-01,9.57E-01,4.09E-04
574,8.69E-01,9.50E-01,3.72E-04
575,8.85E-01,9.42E-01,3.39E-04
576,9.01E-01,9.34E-01,3.08E-04
577,9.17E-01,9.24E-01,2.80E-04
578,9.32E-01,9.15E-01,2.55E-04
579,9.47E-01,9.05E-01,2.32E-04
580,9.64E-01,8.96E-01,2.12E-04
581,9.81E-01,8.88E-01,1.93E-04
582,9.99E-01,8.81E-01,1.76E-04
583,1.02E+00,8.74E-01,1.60E-04
584,1.03E+00,8.66E-01,1.46E-04
585,1.05E+00,8.59E-01,1.34E-04
586,1.07E+00,8.50E-01,1.22E-04
587,1.08E+00,8.42E-01,1.11E-04
588,1.09E+00,8.32E-01,1.02E-04
589,1.10E+00,8.22E-01,9.29E-05
590,1.11E+00,8.12E-01,8.49E-05
591,1.12E+00,8.01E-01,7.77E-05
592,1.13E+00,7.90E-01,7.11E-05
593,1.13E+00,7.78E-01,6.51E-05
594,1.14E+00,7.66E-01,5.96E-05
595,1.14E+00,7.54E-01,5.46E-05
596,1.15E+00,7.42E-01,5.01E-05
597,1.15E+00,7.30E-01,4.59E-05
598,1.15E+00,7.17E-01,4.21E-05
599,1.15E+00,7.05E-01,3.87E-05
600,1.15E+00,6.92E-01,3.55E-05
601,1.15E+00,6.79E-01,3.26E-05
602,1.15E+00,6.66E-01,3.00E-05
603,1.14E+00,6.53E-01,2.76E-05
604,1.14E+00,6.40E-01,2.54E-05
605,1.13E+00,6.27E-01,2.33E-05
606,1.13E+00,6.14E-01,2.15E-05
607,1.12E+00,6.00E-01,1.98E-05
608,1.11E+00,5.86E-01,1.83E-05
609,1.10E+00,5.72E-01,1.68E-05
610,1.08E+00,5.58E-01,1.55E-05
611,1.07E+00,5.45E-01,1.44E-05
612,1.06E+00,5.31E-01,1.33E-05
613,1.04E+00,5.17E-01,1.23E-05
614,1.02E+00,5.03E-01,1.13E-05
615,1.01E+00,4.90E-01,1.05E-05
616,9.90E-01,4.76E-01,0.00E+00
617,9.71E-01,4.62E-01,0.00E+00
618,9.52E-01,4.49E-01,0.00E+00
619,9.33E-01,4.36E-01,0.00E+00
620,9.14E-01,4.23E-01,0.00E+00
621,8.95E-01,4.10E-01,0.00E+00
622,8.76E-01,3.98E-01,0.00E+00
623,8.56E-01,3.86E-01,0.00E+00
624,8.35E-01,3.73E-01,0.00E+00
625,8.14E-01,3.61E-01,0.00E+00
626,7.90E-01,3.48E-01,0.00E+00
627,7.66E-01,3.36E-01,0.00E+00
628,7.42E-01,3.23E-01,0.00E+00
629,7.17E-01,3.10E-01,0.00E+00
630,6.92E-01,2.98E-01,0.00E+00
631,6.68E-01,2.86E-01,0.00E+00
632,6.44E-01,2.74E-01,0.00E+00
633,6.21E-01,2.63E-01,0.00E+00
634,5.98E-01,2.52E-01,0.00E+00
635,5.76E-01,2.42E-01,0.00E+00
636,5.54E-01,2.31E-01,0.00E+00
637,5.33E-01,2.22E-01,0.00E+00
638,5.12E-01,2.12E-01,0.00E+00
639,4.92E-01,2.03E-01,0.00E+00
640,4.73E-01,1.94E-01,0.00E+00
641,4.55E-01,1.86E-01,0.00E+00
642,4.37E-01,1.78E-01,0.00E+00
643,4.19E-01,1.70E-01,0.00E+00
644,4.02E-01,1.62E-01,0.00E+00
